EPISODE_ID,EVENT_ID,STATE,STATE_FIPS,EVENT_TYPE,CZ_NAME,BEGIN_DATE_TIME,END_DATE_TIME,TotalDamage,SOURCE,EPISODE_NARRATIVE,EVENT_NARRATIVE
113174,676956,NEW YORK,36,Lake-Effect Snow,CATTARAUGUS,1/26/2017 14:00,1/29/2017 9:00,16000,COOP Observer,"This was a long duration event that focused the greatest accumulations across the typical snow belts of the western Southern Tier and Tug Hill. The most impressive accumulations fell across the higher terrain of the Tug Hill, where a robust plume concentrated off of Lake Ontario. Totals were less impressive off Lake Erie, as parameters and fetch were less than ideal, making for more disorganized cellular convection for much of the event. Though persistent, the lake effect snows bands were mobile throughout the event.  Off Lake Erie, lake effect snow developed Thursday evening and became more widespread overnight. Westerly to west northwesterly flow directed the lake effect across the western Southern Tier and Chautauqua ridge. Friday evening the lake effect consolidated into a more defined band across northern Chautauqua and Cattaraugus and southern Erie counties. Off Lake Ontario, weak lake effect snow developed late Thursday Night across southern and central Oswego County on west-northwesterly flow. The band slowly intensified by Saturday morning across north-central Oswego County and the southern Tug Hill. A true lake effect plume redeveloped Saturday night and locked in across the central Tug Hill Sunday. Snowfall rates increased over 2 inches per hour at times over the Tug Hill, with reports of over 2 feet of snow in roughly 12 hours. The band finally started to weaken by Sunday evening.|Specific snowfall reports off Lake Erie included: 19 inches at Springville, 18 inches at East Concord, 17 inches at Perrsyburg, 16 inches at Little Valley, New Albion and Cattaraugus, 13 inches at Forestville and Glenwood, 12 inches at Humphrey and Kennedy, 11 inches at Warsaw, 10 inches at Houghton, Boston and Ischua,  Specific snowfall reports off Lake Ontario included: 40 inches at Worth and Lacona, 38 inches at Redfield, 28 inches at Osceola, 25 inches at Constableville, 24 inches at Port Leyden, 23 inches at Highmarket, 17 inches at Pulaski, 16 inches at Mannsville and 14 inches at Lowville and Glenfield.",
113174,676959,NEW YORK,36,Lake-Effect Snow,OSWEGO,1/26/2017 14:00,1/29/2017 21:00,20000,Post Office,"This was a long duration event that focused the greatest accumulations across the typical snow belts of the western Southern Tier and Tug Hill. The most impressive accumulations fell across the higher terrain of the Tug Hill, where a robust plume concentrated off of Lake Ontario. Totals were less impressive off Lake Erie, as parameters and fetch were less than ideal, making for more disorganized cellular convection for much of the event. Though persistent, the lake effect snows bands were mobile throughout the event.  Off Lake Erie, lake effect snow developed Thursday evening and became more widespread overnight. Westerly to west northwesterly flow directed the lake effect across the western Southern Tier and Chautauqua ridge. Friday evening the lake effect consolidated into a more defined band across northern Chautauqua and Cattaraugus and southern Erie counties. Off Lake Ontario, weak lake effect snow developed late Thursday Night across southern and central Oswego County on west-northwesterly flow. The band slowly intensified by Saturday morning across north-central Oswego County and the southern Tug Hill. A true lake effect plume redeveloped Saturday night and locked in across the central Tug Hill Sunday. Snowfall rates increased over 2 inches per hour at times over the Tug Hill, with reports of over 2 feet of snow in roughly 12 hours. The band finally started to weaken by Sunday evening.|Specific snowfall reports off Lake Erie included: 19 inches at Springville, 18 inches at East Concord, 17 inches at Perrsyburg, 16 inches at Little Valley, New Albion and Cattaraugus, 13 inches at Forestville and Glenwood, 12 inches at Humphrey and Kennedy, 11 inches at Warsaw, 10 inches at Houghton, Boston and Ischua,  Specific snowfall reports off Lake Ontario included: 40 inches at Worth and Lacona, 38 inches at Redfield, 28 inches at Osceola, 25 inches at Constableville, 24 inches at Port Leyden, 23 inches at Highmarket, 17 inches at Pulaski, 16 inches at Mannsville and 14 inches at Lowville and Glenfield.",
113055,676168,CALIFORNIA,6,Flash Flood,ORANGE,1/22/2017 15:15,1/22/2017 17:15,100000,Trained Spotter,"After a wet start to the month, a series of 3 storms traversed the region between the 19th and 24th of January. The storms produced flooding rains, extreme mountain snowfall, and strong winds from the coast to the deserts. Rainfall for the 6 day period reached 10-13 inches along the coastal slopes from San Bernardino to San Diego County. Over the coast and valleys 2-7 inches of rain occurred with 0.5-3 inches in the deserts. Snow accumulated to elevations as low as 4,000 ft with 2-5 feet of snow above 5,500 feet and as much as 6 feet on the highest peaks. Strong synoptic and squall induced winds combined with saturated soils to down hundreds of trees over the coast and valleys on the 20th. Damages from downed trees was in the millions of dollars. In the City of San Diego 29 high water rescues were conducted on the 20th alone. The governor declared a State of Emergency in San Diego County.","Widespread heavy rain brought flash flooding to a large portion of Orange County. A water rescue occurred on Hamilton Ave. at the Santa Ana River in Huntington Beach. Numerous streets from Sunset Beach to Santa Ana to Newport Beach were also flooded with 1-3 ft of water. Numerous reports of vehicles stranded in flood waters were received, including half a dozen along Highway 55."
113055,676184,CALIFORNIA,6,Flash Flood,RIVERSIDE,1/23/2017 4:30,1/23/2017 6:00,40000,Fire Department/Rescue,"After a wet start to the month, a series of 3 storms traversed the region between the 19th and 24th of January. The storms produced flooding rains, extreme mountain snowfall, and strong winds from the coast to the deserts. Rainfall for the 6 day period reached 10-13 inches along the coastal slopes from San Bernardino to San Diego County. Over the coast and valleys 2-7 inches of rain occurred with 0.5-3 inches in the deserts. Snow accumulated to elevations as low as 4,000 ft with 2-5 feet of snow above 5,500 feet and as much as 6 feet on the highest peaks. Strong synoptic and squall induced winds combined with saturated soils to down hundreds of trees over the coast and valleys on the 20th. Damages from downed trees was in the millions of dollars. In the City of San Diego 29 high water rescues were conducted on the 20th alone. The governor declared a State of Emergency in San Diego County.",Cal Fire and Riverside County Firefighters conducted 2 water rescues along the Temescal Wash in Alberhill near the intersection of Hostettler Rd. and Temescal Canyon Rd. Four vehicles were stranded in 2-3 ft of water.
113085,676334,CALIFORNIA,6,Strong Wind,ORANGE COUNTY INLAND,1/27/2017 7:00,1/28/2017 10:00,5000,Law Enforcement,"A strong 1051 mb surface high settled over the Great Basin, resulting in strong winds through the passes and canyons of Southern California. The most widespread winds occurred on the 27th. The winds downed trees from the mountains to the coast, flipped big rigs and induced temporary road closures. Tree damage was likely augmented by saturated soils caused by heavy rains over the prior week.",Several periods of gusty Santa Ana winds downed a tree near Peter's Canyon Regional Park and power lines in eastern Villa Park.
113138,677422,OREGON,41,Ice Storm,UPPER HOOD RIVER VALLEY,1/17/2017 8:00,1/18/2017 21:00,10000,Official NWS Observations,"An approaching low pressure system brought rain across the Columbia River Gorge, while cold air was trapped at the surface and was slow to clear out. This brought a tremendous amount of freezing rain to the Columbia Gorge, closing I-84 and SR-14 to travel through the Gorge. Freezing rain was observed as far west as the Portland Airport, impacting the east side of the Portland Metro as well.","Devastating Ice Storm in the Columbia River Gorge, with ice accumulations generally around 1 to 2 inches, with 1.5 to 2 inches in Hood River. Interstate 84 (I-84) through the Gorge was closed for a good part of 3 days."
113138,677425,OREGON,41,Ice Storm,WESTERN COLUMBIA RIVER GORGE,1/17/2017 8:00,1/18/2017 17:00,10000,Official NWS Observations,"An approaching low pressure system brought rain across the Columbia River Gorge, while cold air was trapped at the surface and was slow to clear out. This brought a tremendous amount of freezing rain to the Columbia Gorge, closing I-84 and SR-14 to travel through the Gorge. Freezing rain was observed as far west as the Portland Airport, impacting the east side of the Portland Metro as well.","Devastating Ice Storm in the Columbia River Gorge, with ice accumulations generally around 1 to 2 inches. Interstate 84 (I-84) through the Gorge was closed for a good part of 3 days."
113293,677950,NEW YORK,36,Flood,CHAUTAUQUA,1/12/2017 14:30,1/12/2017 15:45,20000,River/Stream Gage,"A slow moving frontal boundary and area of low pressure moved across the region and brought several rounds of rain totaling over an inch. The rainfall, mild temperatures, and moist dew points melted virtually all of the snowpack from the previous snows across the Southern Tier. This sent the nearly two to four inches of water that was locked up in that snowpack into area creeks and rivers. Flood stage was reached at Olean and Salamanca on the Allegheny River, Falconer on the Chadakoin River, Gowanda on Cattaraugus Creek, and Wellsville and Portageville on the Genesee River. This flooding occurred during the next couple days following the rain and snow melt, on January 12-13th.  There was also widespread areal flooding across the Western Southern Tier, with numerous road closures near Jamestown.  There was also flooding along rivers and creeks without forecast points in these areas. Flooding was in the minor flood stage category; however Salamanca crested just a few inches short of moderate flood stage.",Chadakoin River at Falconer crested at 4.17' at 3:00 PM EST on January 12. Flood stage is 4 feet.
113293,677951,NEW YORK,36,Flood,CATTARAUGUS,1/12/2017 16:45,1/12/2017 22:45,20000,River/Stream Gage,"A slow moving frontal boundary and area of low pressure moved across the region and brought several rounds of rain totaling over an inch. The rainfall, mild temperatures, and moist dew points melted virtually all of the snowpack from the previous snows across the Southern Tier. This sent the nearly two to four inches of water that was locked up in that snowpack into area creeks and rivers. Flood stage was reached at Olean and Salamanca on the Allegheny River, Falconer on the Chadakoin River, Gowanda on Cattaraugus Creek, and Wellsville and Portageville on the Genesee River. This flooding occurred during the next couple days following the rain and snow melt, on January 12-13th.  There was also widespread areal flooding across the Western Southern Tier, with numerous road closures near Jamestown.  There was also flooding along rivers and creeks without forecast points in these areas. Flooding was in the minor flood stage category; however Salamanca crested just a few inches short of moderate flood stage.",Cattaraugus Creek at Gowanda crested at 10.70' at 6:00 PM EST on January 12. Flood stage is 10 feet.
113058,676496,MISSISSIPPI,28,Tornado,FORREST,1/21/2017 3:47,1/21/2017 4:05,9049500,NWS Storm Survey,"Two rounds of severe weather impacted the ArkLaMiss region - one beginning shortly after midnight on the morning of January 21st and ending shortly before daybreak. The round of storms began during the evening hours on the 21st and ended just before midnight. During the early morning event, areas south of I-20 in Mississippi were impacted. Most notably, an EF-3 tornado tracked through Lamar and Forrest counties, killing four people in Hattiesburg and injuring over 50 others. In addition, damaging winds, large hail and flash flooding occurred in other areas across south Mississippi. The evening event impacted a larger proportion of the ArkLaMiss, and brought wind damage as well as large hail and a strong tornado.","This tornado began along Purvis-Oloh Road, about 5 miles west northwest of Purvis. It tracked northeast across portions of Lamar County causing mainly tree damage, uprooting and snapping softwood and hardwood trees. It caused some minor to moderate structural damage as well. The tornado crossed Old Highway 11, continuing to cause mainly tree damage, although at least a few structures were also damaged. The tornado began to gain strength as it reached Slade Road, where some homes received roof damage. As the tornado crossed Sullivan Kilrain Road, additional homes received significant roof and structural damage, especially on Carter Circle and Tatum Camp Road. Comprehensive assessments from Lamar County emergency management officials count 26 homes in the county being destroyed or with major damage and 52 homes receiving minor damage. The tornado continued to gain strength as it crossed into Forrest County. There it struck a subdivision along Nellwood Drive, Lakeland Drive and Crestwood Drive and caused significant damage to many homes. Several homes received significant roof and structural damage. One home sustained significant damage and also was the site of one of the fatalities. As the tornado continued to track northeast, it caused extensive tree damage and powerline damage. It struck a church along Helveston Road, which suffered damage to the top floor. As the tornado approached William Carey College, it intensified to EF3 strength, causing damage to numerous buildings on campus. The tornado then affected a mobile home park, downing trees and causing damage to mobile homes. Here, two more fatalities occurred. It then caused structural damage to several homes, churches and businesses on James Street and Alcorn Road. Another fatality occurred on Alcorn Road, when a tree fell on a home. The tornado continued to track northeast, crossing the Leaf River and headed into Petal. Here the tornado got very wide and continued to cause EF2 type damage to businesses along Main Street and into the neighborhoods on the southern side of the city. Extensive tree damage occurred and countless homes had minor to major roof damage in the neighborhood south of Hillcrest Loop. As the tornado reached Sun Circle, it intensified to EF3 strength again and caused significant damage to a few homes as well as moderate damage to many homes in the neighborhood. Beyond the subdivision along Sun Circle, the tornado caused tree damage again before reaching Evelyn Gandy|Parkway. It caused structural damage to an AT&T store by lifting the roof of the strip mall. It caused additional roof damage to several homes and a church along the Parkway as well as along Springridge Road and Corinth Road. As the tornado tore across Shawnee Trail, it caused impressive tree damage, which included snapping and uprooting hardwood and softwood trees. As the tornado tracked just south of|HDR Lane, it took down two metal electrical transmission lines. The tornado then destroyed a house along Macedonia Road, as well as causing additional roof to other homes and taking down numerous trees. Additional impressive tree damage occurred along Old Richton Road and Tyroby Lane. The tornado continued to down trees as it|tracked across Old Richton Road into Perry County. Comprehensive assessments from Forrest County emergency management officials count 499 homes in the county being destroyed or with major damage and 632 homes receiving minor damage.||The tornado path length in just Lamar and Forrest counties was 24.2 miles, although the entire path of the tornado in total was 31.3 miles. Along the entire tornado path the total number of homes destroyed or receiving major damage is estimated to be 531 with the number of homes having minor damage estimated at 689. Maximum estimated winds were 145 mph. The maximum path width was 900 yards, which occurred in the Petal area of Forrest County. This tornado affected a large number of forested areas. Approximately 1570 forested acres were damaged, with 1453 acres being privately owned. In total, 4320 acres were damaged from this tornado. The total economic impact was $410,784 in Lamar, Forrest and Perry counties. 777 total acres were damaged in Lamar County, and 400 in Forrest."
113058,676030,MISSISSIPPI,28,Thunderstorm Wind,CLARKE,1/21/2017 4:49,1/21/2017 4:55,8000,Emergency Manager,"Two rounds of severe weather impacted the ArkLaMiss region - one beginning shortly after midnight on the morning of January 21st and ending shortly before daybreak. The round of storms began during the evening hours on the 21st and ended just before midnight. During the early morning event, areas south of I-20 in Mississippi were impacted. Most notably, an EF-3 tornado tracked through Lamar and Forrest counties, killing four people in Hattiesburg and injuring over 50 others. In addition, damaging winds, large hail and flash flooding occurred in other areas across south Mississippi. The evening event impacted a larger proportion of the ArkLaMiss, and brought wind damage as well as large hail and a strong tornado.",A tree was blown down on Interstate 59 at mile marker 134. A large oak tree was also blown down on Highway 513 near Enterprise Elementary School.
113058,676033,MISSISSIPPI,28,Flash Flood,FORREST,1/21/2017 5:12,1/21/2017 8:30,15000,Public,"Two rounds of severe weather impacted the ArkLaMiss region - one beginning shortly after midnight on the morning of January 21st and ending shortly before daybreak. The round of storms began during the evening hours on the 21st and ended just before midnight. During the early morning event, areas south of I-20 in Mississippi were impacted. Most notably, an EF-3 tornado tracked through Lamar and Forrest counties, killing four people in Hattiesburg and injuring over 50 others. In addition, damaging winds, large hail and flash flooding occurred in other areas across south Mississippi. The evening event impacted a larger proportion of the ArkLaMiss, and brought wind damage as well as large hail and a strong tornado.",Multiple portions of the University of Southern Mississippi campus were flooded.
113030,676156,ALABAMA,1,Thunderstorm Wind,ESCAMBIA,1/21/2017 8:18,1/21/2017 8:18,40000,Emergency Manager,"Multiple rounds of severe weather occurred across inland southwest and south central Alabama, inland southeast Mississippi, and the western Florida Panhandle from January 21st to January 22nd, 2017. The prolonged period of severe weather was the result of a longwave trough axis over the southern plains that was very slow to move east, allowing several strong shortwaves to move across the north central Gulf Coast in the southwest upper level flow. The first round of severe weather on the morning of January 21st resulted in 2 strong tornadoes over the WFO Mobile County Warning area along with straight line wind damage. Large hail was the predominate hazard with the second round of storms on the evening of January 21st. A combination of straight line winds and large hail impacted the region on the morning of January 22nd.","Numerous trees and power lines were blown down in the city of Brewton, generally between Highway 31 and Sowell Road. 5 homes suffered damage due to fallen trees. The city mechanic shop on St. Nicholas Avenue had a large portion of the roof torn off due to wind."
113030,676158,ALABAMA,1,Thunderstorm Wind,BUTLER,1/21/2017 8:22,1/21/2017 8:22,15000,Emergency Manager,"Multiple rounds of severe weather occurred across inland southwest and south central Alabama, inland southeast Mississippi, and the western Florida Panhandle from January 21st to January 22nd, 2017. The prolonged period of severe weather was the result of a longwave trough axis over the southern plains that was very slow to move east, allowing several strong shortwaves to move across the north central Gulf Coast in the southwest upper level flow. The first round of severe weather on the morning of January 21st resulted in 2 strong tornadoes over the WFO Mobile County Warning area along with straight line wind damage. Large hail was the predominate hazard with the second round of storms on the evening of January 21st. A combination of straight line winds and large hail impacted the region on the morning of January 22nd.",Numerous trees and power lines were downed in and around McKenzie. A home on Elizabeth Street was damaged due to fallen trees. A home on Garland Road suffered minor damage from a fallen tree.
113030,676161,ALABAMA,1,Thunderstorm Wind,CRENSHAW,1/21/2017 8:50,1/21/2017 8:50,10000,Emergency Manager,"Multiple rounds of severe weather occurred across inland southwest and south central Alabama, inland southeast Mississippi, and the western Florida Panhandle from January 21st to January 22nd, 2017. The prolonged period of severe weather was the result of a longwave trough axis over the southern plains that was very slow to move east, allowing several strong shortwaves to move across the north central Gulf Coast in the southwest upper level flow. The first round of severe weather on the morning of January 21st resulted in 2 strong tornadoes over the WFO Mobile County Warning area along with straight line wind damage. Large hail was the predominate hazard with the second round of storms on the evening of January 21st. A combination of straight line winds and large hail impacted the region on the morning of January 22nd.",Numerous trees and power lines down in the city of Luverne. One business experienced minor wind damage.
113112,676494,CALIFORNIA,6,Heavy Rain,HUMBOLDT,1/6/2017 22:00,1/7/2017 11:00,600000,Department of Highways,"Another cold system brought another round of high elevation snow to the region, particularly in Trinity County. This storm system was then followed by a series of wet systems with heavy rain resulting in small stream, urban, and river flooding. The contrasting temperatures from the previous cold systems and saturated ground caused numerous rock and land slides across the region. Also, in addition to the heavy rain, strong coastal and ridge winds resulted in closed roads and power outages.",Failed culvert along Highway 101.
113112,676498,CALIFORNIA,6,Heavy Rain,MENDOCINO,1/6/2017 22:00,1/7/2017 11:00,2500000,Department of Highways,"Another cold system brought another round of high elevation snow to the region, particularly in Trinity County. This storm system was then followed by a series of wet systems with heavy rain resulting in small stream, urban, and river flooding. The contrasting temperatures from the previous cold systems and saturated ground caused numerous rock and land slides across the region. Also, in addition to the heavy rain, strong coastal and ridge winds resulted in closed roads and power outages.",Two landslides blocking Highway 1 requiring removal and slope stabilization. Highway has been closed for nearly two months.
113112,676501,CALIFORNIA,6,Heavy Rain,MENDOCINO,1/6/2017 22:00,1/7/2017 11:00,1300000,Department of Highways,"Another cold system brought another round of high elevation snow to the region, particularly in Trinity County. This storm system was then followed by a series of wet systems with heavy rain resulting in small stream, urban, and river flooding. The contrasting temperatures from the previous cold systems and saturated ground caused numerous rock and land slides across the region. Also, in addition to the heavy rain, strong coastal and ridge winds resulted in closed roads and power outages.",Two landslides and a slip out between post miles 20 and 26 along Highway 20 in Mendocino County requiring slide removal and slope stabilization.
113112,676502,CALIFORNIA,6,Heavy Rain,MENDOCINO,1/6/2017 22:00,1/7/2017 11:00,2000000,Department of Highways,"Another cold system brought another round of high elevation snow to the region, particularly in Trinity County. This storm system was then followed by a series of wet systems with heavy rain resulting in small stream, urban, and river flooding. The contrasting temperatures from the previous cold systems and saturated ground caused numerous rock and land slides across the region. Also, in addition to the heavy rain, strong coastal and ridge winds resulted in closed roads and power outages.",Slope failure along the Willits Bypass.
113112,676504,CALIFORNIA,6,Heavy Rain,MENDOCINO,1/9/2017 14:30,1/11/2017 0:30,550000,Department of Highways,"Another cold system brought another round of high elevation snow to the region, particularly in Trinity County. This storm system was then followed by a series of wet systems with heavy rain resulting in small stream, urban, and river flooding. The contrasting temperatures from the previous cold systems and saturated ground caused numerous rock and land slides across the region. Also, in addition to the heavy rain, strong coastal and ridge winds resulted in closed roads and power outages.",Dooley Creek bank erosion near Old Hopland.
112726,676705,TEXAS,48,Ice Storm,HANSFORD,1/14/2017 16:11,1/15/2017 12:00,2800000,Emergency Manager,"A strong upper level low pressure system moved due east near the US/Mexico border and was centered over northern Mexico near the New Mexico state line by the morning of the 15th. With the jet streak around the base of the upper level low to the south and a northern stream jet with its western extent over Nebraska, a large region of vertical ascent with upper level divergence was also present. The strong mid level winds helped to steer the south-southeasterly 850-700 hPa flow. As a result, throughout the 14th and early on the 15th, upper air soundings showed a pronounced warm nose of around 5C between 800-850 mb. With below freezing temperatures right at the surface, this was ideal for a pronounced freezing rain event with several batches of precipitation working through the region, even some precipitation bands had convection associated with them. Extensive damage was reported with damage totals well into the tens of millions across the northern and northeastern TX panhandle. As indicated by Xcel Energy company, 58,000 customers were impacted at the height of the storm. This was their largest event in almost 17 years. Much of the financial losses reported were due to broken power poles and downed power lines of the electric coops and debris clean-up from numerous downed tree limbs. Several homes where damaged or destroyed due to electric fires caused by the ice.","Resident count of 2,132 affected with four homes severely damage due to electrical fires and one home was destroyed There were 320 business that also reported economic injuries. Damages and economic impact also resulted from: debris cleanup (downed trees, etc), numerous downed power lines and broken power poles, and damaged to roads and bridges."
113164,676903,UTAH,49,High Wind,SALT LAKE AND TOOELE VALLEYS,1/8/2017 22:00,1/9/2017 16:00,10000,Mesonet,"A strong cold front moved through northern Utah on January 9, producing strong gusty winds both ahead of and behind the front.","Peak recorded wind gusts included 69 mph at the SR-201 at I-80 sensor, 66 mph in Sandy, 65 mph at the Great Salt Lake Marina, 61 mph at the I-80 @ mp 78 sensor, 61 mph at Olympus Cove, and 59 mph at Tooele. The strongest gusts in Murray uprooted several trees, one of which fell on a home and damaged it. A shed was also damaged significantly."
112726,677505,TEXAS,48,Ice Storm,HUTCHINSON,1/14/2017 14:11,1/15/2017 12:00,1200000,Emergency Manager,"A strong upper level low pressure system moved due east near the US/Mexico border and was centered over northern Mexico near the New Mexico state line by the morning of the 15th. With the jet streak around the base of the upper level low to the south and a northern stream jet with its western extent over Nebraska, a large region of vertical ascent with upper level divergence was also present. The strong mid level winds helped to steer the south-southeasterly 850-700 hPa flow. As a result, throughout the 14th and early on the 15th, upper air soundings showed a pronounced warm nose of around 5C between 800-850 mb. With below freezing temperatures right at the surface, this was ideal for a pronounced freezing rain event with several batches of precipitation working through the region, even some precipitation bands had convection associated with them. Extensive damage was reported with damage totals well into the tens of millions across the northern and northeastern TX panhandle. As indicated by Xcel Energy company, 58,000 customers were impacted at the height of the storm. This was their largest event in almost 17 years. Much of the financial losses reported were due to broken power poles and downed power lines of the electric coops and debris clean-up from numerous downed tree limbs. Several homes where damaged or destroyed due to electric fires caused by the ice.","The number of residents affected were 6482. There were 117 business that also reported economic injuries. Damages and economic impact also resulted from: debris cleanup (downed trees, etc), numerous downed power lines and broken power poles, and damaged to roads and bridges."
113055,676213,CALIFORNIA,6,Flash Flood,SAN BERNARDINO,1/22/2017 15:00,1/22/2017 20:00,25000,County Official,"After a wet start to the month, a series of 3 storms traversed the region between the 19th and 24th of January. The storms produced flooding rains, extreme mountain snowfall, and strong winds from the coast to the deserts. Rainfall for the 6 day period reached 10-13 inches along the coastal slopes from San Bernardino to San Diego County. Over the coast and valleys 2-7 inches of rain occurred with 0.5-3 inches in the deserts. Snow accumulated to elevations as low as 4,000 ft with 2-5 feet of snow above 5,500 feet and as much as 6 feet on the highest peaks. Strong synoptic and squall induced winds combined with saturated soils to down hundreds of trees over the coast and valleys on the 20th. Damages from downed trees was in the millions of dollars. In the City of San Diego 29 high water rescues were conducted on the 20th alone. The governor declared a State of Emergency in San Diego County.","Excessive rain induced flash flooding in the Cajon Wash. A swift water rescue was conducted to pull 2 people from the wash near Swarthout Canyon Road. Further south along the wash, San Bernardino County Public Works closed Glen Helen Pkwy. from Glen Helen Rd. to Cajon Blvd. for an extended period."
113055,676216,CALIFORNIA,6,Flash Flood,SAN BERNARDINO,1/22/2017 20:00,1/23/2017 0:00,10000,Law Enforcement,"After a wet start to the month, a series of 3 storms traversed the region between the 19th and 24th of January. The storms produced flooding rains, extreme mountain snowfall, and strong winds from the coast to the deserts. Rainfall for the 6 day period reached 10-13 inches along the coastal slopes from San Bernardino to San Diego County. Over the coast and valleys 2-7 inches of rain occurred with 0.5-3 inches in the deserts. Snow accumulated to elevations as low as 4,000 ft with 2-5 feet of snow above 5,500 feet and as much as 6 feet on the highest peaks. Strong synoptic and squall induced winds combined with saturated soils to down hundreds of trees over the coast and valleys on the 20th. Damages from downed trees was in the millions of dollars. In the City of San Diego 29 high water rescues were conducted on the 20th alone. The governor declared a State of Emergency in San Diego County.",Roadway closure at the intersection of Highway 138 and 173 with a swift water rescue and 2 vehicles stranded in flood waters.
113085,676347,CALIFORNIA,6,Strong Wind,SAN DIEGO COUNTY COASTAL AREAS,1/27/2017 7:00,1/27/2017 14:00,40000,Law Enforcement,"A strong 1051 mb surface high settled over the Great Basin, resulting in strong winds through the passes and canyons of Southern California. The most widespread winds occurred on the 27th. The winds downed trees from the mountains to the coast, flipped big rigs and induced temporary road closures. Tree damage was likely augmented by saturated soils caused by heavy rains over the prior week.","Locally gusty Santa Ana Winds briefly surfaced along the coast of San Diego County, including parts of the San Diego Metro. Peak gusts were in the 30-45 mph range. Winds combined with saturated soils to down at least 3 large trees in Downtown San Diego and Mission Valley. The trees crushed 2 cars."
113085,676335,CALIFORNIA,6,Strong Wind,ORANGE COUNTY COASTAL,1/27/2017 7:00,1/27/2017 11:00,2000,Law Enforcement,"A strong 1051 mb surface high settled over the Great Basin, resulting in strong winds through the passes and canyons of Southern California. The most widespread winds occurred on the 27th. The winds downed trees from the mountains to the coast, flipped big rigs and induced temporary road closures. Tree damage was likely augmented by saturated soils caused by heavy rains over the prior week.",Santa Ana Winds with gusts of 40-45 mph surfaced briefly on the morning of the 27th in Santa Ana and Irvine. Winds downed a large tree that block 3 lanes along Interstate 405.
113085,676337,CALIFORNIA,6,High Wind,SAN BERNARDINO AND RIVERSIDE COUNTY VALLEYS - THE INLAND EMPIRE,1/27/2017 8:10,1/27/2017 9:10,40000,Mesonet,"A strong 1051 mb surface high settled over the Great Basin, resulting in strong winds through the passes and canyons of Southern California. The most widespread winds occurred on the 27th. The winds downed trees from the mountains to the coast, flipped big rigs and induced temporary road closures. Tree damage was likely augmented by saturated soils caused by heavy rains over the prior week.","Periods of gusty Santa Ana winds developed between 0000PST on the 27th and 1200PST on the 28th. Strongest winds were reported in Devore with a peak gust of 71 mph between 0810 and 0910PST on the 27th. The winds downed power lines and trees in San Bernardino and Ontario. Two big rigs overturned, one near Mira Loma and another at the Interstate 10 and 15 inter-change."
113293,677948,NEW YORK,36,Flood,CATTARAUGUS,1/12/2017 17:45,1/15/2017 9:45,25000,River/Stream Gage,"A slow moving frontal boundary and area of low pressure moved across the region and brought several rounds of rain totaling over an inch. The rainfall, mild temperatures, and moist dew points melted virtually all of the snowpack from the previous snows across the Southern Tier. This sent the nearly two to four inches of water that was locked up in that snowpack into area creeks and rivers. Flood stage was reached at Olean and Salamanca on the Allegheny River, Falconer on the Chadakoin River, Gowanda on Cattaraugus Creek, and Wellsville and Portageville on the Genesee River. This flooding occurred during the next couple days following the rain and snow melt, on January 12-13th.  There was also widespread areal flooding across the Western Southern Tier, with numerous road closures near Jamestown.  There was also flooding along rivers and creeks without forecast points in these areas. Flooding was in the minor flood stage category; however Salamanca crested just a few inches short of moderate flood stage.",Allegheny River at Olean crested at 12.17' at 10:15 AM EST on January 13. Flood Stage is 10 feet.
113058,676497,MISSISSIPPI,28,Tornado,LAUDERDALE,1/21/2017 22:44,1/21/2017 22:54,375000,NWS Storm Survey,"Two rounds of severe weather impacted the ArkLaMiss region - one beginning shortly after midnight on the morning of January 21st and ending shortly before daybreak. The round of storms began during the evening hours on the 21st and ended just before midnight. During the early morning event, areas south of I-20 in Mississippi were impacted. Most notably, an EF-3 tornado tracked through Lamar and Forrest counties, killing four people in Hattiesburg and injuring over 50 others. In addition, damaging winds, large hail and flash flooding occurred in other areas across south Mississippi. The evening event impacted a larger proportion of the ArkLaMiss, and brought wind damage as well as large hail and a strong tornado.","This tornado touched down in a wooded area near Russell Topton Road, snapping trees and powerlines and causing minor roof damage as it crossed the road. The tornado continued northeast onto Lockhart Trailer Court Road and Chip Pickering Drive, where many trees were downed and some structural damage occurred to mobile homes. Here on Lockhart Trailer Court Road, a mobile home was rolled and destroyed, with one minor injury as the resident was thrown out. The tornado|continued northeast before crossing Fred Clayton Road and Campground Road. Here the tornado began to widen and more intense damage occurred. Some minor roof damage occurred to a church and numerous trees were snapped, with some causing damage to some structures. As it traveled roughly along Campground Road and the railroad tracks, the tornado became quite large, around a quarter of a mile wide or|so. Here significant tree damage, EF2 with winds near 115mph, occurred as nearly every tree were snapped and uprooted. The tornado continued northeast until crossing Green Loop Road. The tornado also was at its strongest at Green Loop as many mobile homes were rolled, with around 4 destroyed. One mobile home was thrown with the undercarriage wrapped around a tree. Here the most intense damage|occurred, with winds near 120mph winds. Around 10-11 people were thrown out of mobile homes but thankfully no injuries. The tornado continued before crossing Beaver Pond Road, snapping and uprooting trees. It then continued northeast across a wooded area near Ponta Creek before beginning to weaken and become smaller. It crossed Old Lauderdale Lizelia Road, Highway 45 and then Old Highway 45N,|snapping and uprooting trees before lifting northeast in a wooded area. The maximum estimated winds were 120mph."
